model,prompt,module,budget_index,importance_vs_relative_l2_spearman,importance_vs_cosine_error_spearman
smol360,test_medium_code,model.layers.31.self_attn.k_proj,0,-0.8928571428571429,-0.8928571428571429
smol360,test_medium_code,model.layers.31.self_attn.k_proj,1,-0.8928571428571429,-0.8571428571428573
smol360,test_medium_code,model.layers.31.self_attn.k_proj,2,-1.0,-1.0
smol360,test_medium_code,model.layers.31.self_attn.v_proj,0,-0.7500000000000002,-0.7500000000000002
smol360,test_medium_code,model.layers.31.self_attn.v_proj,1,-0.9285714285714288,-0.9285714285714288
smol360,test_medium_code,model.layers.31.self_attn.v_proj,2,-0.9285714285714288,-0.9285714285714288
smol360,test_medium_code,model.layers.31.self_attn.o_proj,0,-0.8928571428571429,-0.8928571428571429
smol360,test_medium_code,model.layers.31.self_attn.o_proj,1,-0.9642857142857145,-0.9642857142857145
smol360,test_medium_code,model.layers.31.self_attn.o_proj,2,-0.8214285714285715,-0.8214285714285715
smol360,test_medium_code,model.layers.31.mlp.gate_proj,0,-0.7857142857142859,-0.7857142857142859
smol360,test_medium_code,model.layers.31.mlp.gate_proj,1,-0.9285714285714288,-0.9285714285714288
smol360,test_medium_code,model.layers.31.mlp.gate_proj,2,-1.0,-1.0
smol360,test_medium_code,model.layers.31.mlp.up_proj,0,-0.7857142857142859,-0.7857142857142859
smol360,test_medium_code,model.layers.31.mlp.up_proj,1,-0.9285714285714288,-0.9285714285714288
smol360,test_medium_code,model.layers.31.mlp.up_proj,2,-0.9642857142857145,-0.9642857142857145
smol360,test_medium_code,model.layers.31.mlp.down_proj,0,0.0,-0.7500000000000002
smol360,test_medium_code,model.layers.31.mlp.down_proj,1,-0.8928571428571429,-0.8928571428571429
smol360,test_medium_code,model.layers.31.mlp.down_proj,2,-0.8571428571428573,-0.8571428571428573
smol360,test_long_structured,model.layers.0.self_attn.q_proj,0,-1.0,-1.0
smol360,test_long_structured,model.layers.0.self_attn.q_proj,1,-1.0,-1.0
smol360,test_long_structured,model.layers.0.self_attn.q_proj,2,-0.8928571428571429,-0.8928571428571429
smol360,test_long_structured,model.layers.0.self_attn.k_proj,0,-1.0,-1.0
smol360,test_long_structured,model.layers.0.self_attn.k_proj,1,-1.0,-1.0
smol360,test_long_structured,model.layers.0.self_attn.k_proj,2,-1.0,-1.0
smol360,test_long_structured,model.layers.0.self_attn.v_proj,0,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.0.self_attn.v_proj,1,-1.0,-1.0
smol360,test_long_structured,model.layers.0.self_attn.v_proj,2,-0.8928571428571429,-0.8928571428571429
smol360,test_long_structured,model.layers.0.self_attn.o_proj,0,-1.0,-1.0
smol360,test_long_structured,model.layers.0.self_attn.o_proj,1,-0.8571428571428573,-0.8571428571428573
smol360,test_long_structured,model.layers.0.self_attn.o_proj,2,-0.9285714285714288,-0.9285714285714288
smol360,test_long_structured,model.layers.0.mlp.gate_proj,0,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.0.mlp.gate_proj,1,-1.0,-1.0
smol360,test_long_structured,model.layers.0.mlp.gate_proj,2,-1.0,-0.9642857142857145
smol360,test_long_structured,model.layers.0.mlp.up_proj,0,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.0.mlp.up_proj,1,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.0.mlp.up_proj,2,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.0.mlp.down_proj,0,-1.0,-0.9285714285714288
smol360,test_long_structured,model.layers.0.mlp.down_proj,1,-1.0,-1.0
smol360,test_long_structured,model.layers.0.mlp.down_proj,2,-1.0,-0.9642857142857145
smol360,test_long_structured,model.layers.16.self_attn.q_proj,0,-1.0,-1.0
smol360,test_long_structured,model.layers.16.self_attn.q_proj,1,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.16.self_attn.q_proj,2,-1.0,-1.0
smol360,test_long_structured,model.layers.16.self_attn.k_proj,0,-1.0,-1.0
smol360,test_long_structured,model.layers.16.self_attn.k_proj,1,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.16.self_attn.k_proj,2,-1.0,-0.9642857142857145
smol360,test_long_structured,model.layers.16.self_attn.v_proj,0,-1.0,-0.9642857142857145
smol360,test_long_structured,model.layers.16.self_attn.v_proj,1,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.16.self_attn.v_proj,2,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.16.self_attn.o_proj,0,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.16.self_attn.o_proj,1,-0.42857142857142866,-0.42857142857142866
smol360,test_long_structured,model.layers.16.self_attn.o_proj,2,-1.0,-1.0
smol360,test_long_structured,model.layers.16.mlp.gate_proj,0,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.16.mlp.gate_proj,1,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.16.mlp.gate_proj,2,-1.0,-1.0
smol360,test_long_structured,model.layers.16.mlp.up_proj,0,-1.0,-1.0
smol360,test_long_structured,model.layers.16.mlp.up_proj,1,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.16.mlp.up_proj,2,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.16.mlp.down_proj,0,-0.8571428571428573,-0.8571428571428573
smol360,test_long_structured,model.layers.16.mlp.down_proj,1,-1.0,-1.0
smol360,test_long_structured,model.layers.16.mlp.down_proj,2,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.31.self_attn.q_proj,0,-1.0,-1.0
smol360,test_long_structured,model.layers.31.self_attn.q_proj,1,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.31.self_attn.q_proj,2,-0.7500000000000002,-0.7500000000000002
smol360,test_long_structured,model.layers.31.self_attn.k_proj,0,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.31.self_attn.k_proj,1,-0.8214285714285715,-0.8214285714285715
smol360,test_long_structured,model.layers.31.self_attn.k_proj,2,-1.0,-1.0
smol360,test_long_structured,model.layers.31.self_attn.v_proj,0,-0.8928571428571429,-0.9642857142857145
smol360,test_long_structured,model.layers.31.self_attn.v_proj,1,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.31.self_attn.v_proj,2,-1.0,-1.0
smol360,test_long_structured,model.layers.31.self_attn.o_proj,0,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.31.self_attn.o_proj,1,-0.7142857142857144,-0.7142857142857144
smol360,test_long_structured,model.layers.31.self_attn.o_proj,2,-1.0,-1.0
smol360,test_long_structured,model.layers.31.mlp.gate_proj,0,-0.9642857142857145,-1.0
smol360,test_long_structured,model.layers.31.mlp.gate_proj,1,-0.9285714285714288,-0.8214285714285715
smol360,test_long_structured,model.layers.31.mlp.gate_proj,2,-1.0,-1.0
smol360,test_long_structured,model.layers.31.mlp.up_proj,0,-1.0,-1.0
smol360,test_long_structured,model.layers.31.mlp.up_proj,1,-0.8214285714285715,-0.8214285714285715
smol360,test_long_structured,model.layers.31.mlp.up_proj,2,-1.0,-1.0
smol360,test_long_structured,model.layers.31.mlp.down_proj,0,-0.3571428571428572,-0.642857142857143
smol360,test_long_structured,model.layers.31.mlp.down_proj,1,-0.9642857142857145,-0.9642857142857145
smol360,test_long_structured,model.layers.31.mlp.down_proj,2,-0.5,-0.642857142857143
tiny11,test_short_korean,model.layers.0.self_attn.q_proj,0,-1.0,-1.0
tiny11,test_short_korean,model.layers.0.self_attn.q_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.0.self_attn.q_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.0.self_attn.k_proj,0,-1.0,-1.0
tiny11,test_short_korean,model.layers.0.self_attn.k_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.0.self_attn.k_proj,2,-1.0,-1.0
tiny11,test_short_korean,model.layers.0.self_attn.v_proj,0,-1.0,-1.0
tiny11,test_short_korean,model.layers.0.self_attn.v_proj,1,-1.0,-1.0
tiny11,test_short_korean,model.layers.0.self_attn.v_proj,2,-1.0,-1.0
tiny11,test_short_korean,model.layers.0.self_attn.o_proj,0,-0.7500000000000002,-0.7500000000000002
tiny11,test_short_korean,model.layers.0.self_attn.o_proj,1,-0.8214285714285715,-0.8214285714285715
tiny11,test_short_korean,model.layers.0.self_attn.o_proj,2,-0.7857142857142859,-0.7500000000000002
tiny11,test_short_korean,model.layers.0.mlp.gate_proj,0,-1.0,-1.0
tiny11,test_short_korean,model.layers.0.mlp.gate_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.0.mlp.gate_proj,2,-0.9285714285714288,-0.9285714285714288
tiny11,test_short_korean,model.layers.0.mlp.up_proj,0,-1.0,-1.0
tiny11,test_short_korean,model.layers.0.mlp.up_proj,1,-1.0,-1.0
tiny11,test_short_korean,model.layers.0.mlp.up_proj,2,-1.0,-0.9642857142857145
tiny11,test_short_korean,model.layers.0.mlp.down_proj,0,-0.8571428571428573,-0.8571428571428573
tiny11,test_short_korean,model.layers.0.mlp.down_proj,1,-0.9285714285714288,-0.9285714285714288
tiny11,test_short_korean,model.layers.0.mlp.down_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.10.self_attn.q_proj,0,-1.0,-1.0
tiny11,test_short_korean,model.layers.10.self_attn.q_proj,1,-1.0,-0.9642857142857145
tiny11,test_short_korean,model.layers.10.self_attn.q_proj,2,-0.9642857142857145,-0.8928571428571429
tiny11,test_short_korean,model.layers.10.self_attn.k_proj,0,-1.0,-0.9642857142857145
tiny11,test_short_korean,model.layers.10.self_attn.k_proj,1,-0.9642857142857145,-1.0
tiny11,test_short_korean,model.layers.10.self_attn.k_proj,2,-0.9636363636363636,-0.9636363636363636
tiny11,test_short_korean,model.layers.10.self_attn.v_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.10.self_attn.v_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.10.self_attn.v_proj,2,-1.0,-0.9636363636363636
tiny11,test_short_korean,model.layers.10.self_attn.o_proj,0,-0.7857142857142859,-0.7857142857142859
tiny11,test_short_korean,model.layers.10.self_attn.o_proj,1,-0.9285714285714288,-0.9285714285714288
tiny11,test_short_korean,model.layers.10.self_attn.o_proj,2,-0.7500000000000002,-0.7500000000000002
tiny11,test_short_korean,model.layers.10.mlp.gate_proj,0,-0.9285714285714288,-0.9285714285714288
tiny11,test_short_korean,model.layers.10.mlp.gate_proj,1,-0.9642857142857145,-1.0
tiny11,test_short_korean,model.layers.10.mlp.gate_proj,2,-1.0,-1.0
tiny11,test_short_korean,model.layers.10.mlp.up_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.10.mlp.up_proj,1,-1.0,-1.0
tiny11,test_short_korean,model.layers.10.mlp.up_proj,2,-1.0,-1.0
tiny11,test_short_korean,model.layers.10.mlp.down_proj,0,-1.0,-0.9642857142857145
tiny11,test_short_korean,model.layers.10.mlp.down_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.10.mlp.down_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.21.self_attn.q_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.21.self_attn.q_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.21.self_attn.q_proj,2,-0.642857142857143,-0.5714285714285715
tiny11,test_short_korean,model.layers.21.self_attn.k_proj,0,-1.0,-1.0
tiny11,test_short_korean,model.layers.21.self_attn.k_proj,1,-1.0,-1.0
tiny11,test_short_korean,model.layers.21.self_attn.k_proj,2,-0.9642857142857145,-0.8928571428571429
tiny11,test_short_korean,model.layers.21.self_attn.v_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.21.self_attn.v_proj,1,-0.7500000000000002,-0.7500000000000002
tiny11,test_short_korean,model.layers.21.self_attn.v_proj,2,-0.9285714285714288,-0.9285714285714288
tiny11,test_short_korean,model.layers.21.self_attn.o_proj,0,-0.5,-0.5
tiny11,test_short_korean,model.layers.21.self_attn.o_proj,1,-0.9642857142857145,-0.8928571428571429
tiny11,test_short_korean,model.layers.21.self_attn.o_proj,2,-0.8214285714285715,-0.9642857142857145
tiny11,test_short_korean,model.layers.21.mlp.gate_proj,0,-0.7142857142857144,-0.6785714285714287
tiny11,test_short_korean,model.layers.21.mlp.gate_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_short_korean,model.layers.21.mlp.gate_proj,2,-0.9285714285714288,-0.9642857142857145
tiny11,test_short_korean,model.layers.21.mlp.up_proj,0,-0.8214285714285715,-0.8214285714285715
tiny11,test_short_korean,model.layers.21.mlp.up_proj,1,-0.8571428571428573,-0.8571428571428573
tiny11,test_short_korean,model.layers.21.mlp.up_proj,2,-0.8214285714285715,-0.9642857142857145
tiny11,test_short_korean,model.layers.21.mlp.down_proj,0,-0.9285714285714288,-0.9642857142857145
tiny11,test_short_korean,model.layers.21.mlp.down_proj,1,-0.8928571428571429,-0.9642857142857145
tiny11,test_short_korean,model.layers.21.mlp.down_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.self_attn.q_proj,0,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.self_attn.q_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.0.self_attn.q_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.self_attn.k_proj,0,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.self_attn.k_proj,1,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.self_attn.k_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.self_attn.v_proj,0,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.self_attn.v_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.0.self_attn.v_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.self_attn.o_proj,0,-0.7090909090909091,-0.7090909090909091
tiny11,test_medium_code,model.layers.0.self_attn.o_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.0.self_attn.o_proj,2,-0.7500000000000002,-0.7500000000000002
tiny11,test_medium_code,model.layers.0.mlp.gate_proj,0,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.mlp.gate_proj,1,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.mlp.gate_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.0.mlp.up_proj,0,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.mlp.up_proj,1,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.mlp.up_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.mlp.down_proj,0,-0.8571428571428573,-0.8571428571428573
tiny11,test_medium_code,model.layers.0.mlp.down_proj,1,-1.0,-1.0
tiny11,test_medium_code,model.layers.0.mlp.down_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.self_attn.q_proj,0,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.self_attn.q_proj,1,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.self_attn.q_proj,2,-0.9285714285714288,-0.9642857142857145
tiny11,test_medium_code,model.layers.10.self_attn.k_proj,0,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.self_attn.k_proj,1,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.self_attn.k_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.10.self_attn.v_proj,0,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.self_attn.v_proj,1,-0.8928571428571429,-0.8928571428571429
tiny11,test_medium_code,model.layers.10.self_attn.v_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.self_attn.o_proj,0,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.self_attn.o_proj,1,-0.8928571428571429,-0.8928571428571429
tiny11,test_medium_code,model.layers.10.self_attn.o_proj,2,-0.6785714285714287,-0.6785714285714287
tiny11,test_medium_code,model.layers.10.mlp.gate_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.10.mlp.gate_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.10.mlp.gate_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.mlp.up_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.10.mlp.up_proj,1,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.mlp.up_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.10.mlp.down_proj,0,-0.9285714285714288,-0.9285714285714288
tiny11,test_medium_code,model.layers.10.mlp.down_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.10.mlp.down_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.21.self_attn.q_proj,0,-1.0,-1.0
tiny11,test_medium_code,model.layers.21.self_attn.q_proj,1,-0.8214285714285715,-0.8571428571428573
tiny11,test_medium_code,model.layers.21.self_attn.q_proj,2,-0.6071428571428572,-0.5714285714285715
tiny11,test_medium_code,model.layers.21.self_attn.k_proj,0,-1.0,-0.9642857142857145
tiny11,test_medium_code,model.layers.21.self_attn.k_proj,1,-0.9285714285714288,-0.9642857142857145
tiny11,test_medium_code,model.layers.21.self_attn.k_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.21.self_attn.v_proj,0,-0.8571428571428573,-0.8928571428571429
tiny11,test_medium_code,model.layers.21.self_attn.v_proj,1,-0.8571428571428573,-0.8571428571428573
tiny11,test_medium_code,model.layers.21.self_attn.v_proj,2,-0.9285714285714288,-0.9285714285714288
tiny11,test_medium_code,model.layers.21.self_attn.o_proj,0,-0.6785714285714287,-0.6785714285714287
tiny11,test_medium_code,model.layers.21.self_attn.o_proj,1,-0.8571428571428573,-0.7500000000000002
tiny11,test_medium_code,model.layers.21.self_attn.o_proj,2,-0.7857142857142859,-0.8214285714285715
tiny11,test_medium_code,model.layers.21.mlp.gate_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.21.mlp.gate_proj,1,-0.9642857142857145,-1.0
tiny11,test_medium_code,model.layers.21.mlp.gate_proj,2,-1.0,-1.0
tiny11,test_medium_code,model.layers.21.mlp.up_proj,0,-0.9285714285714288,-0.8214285714285715
tiny11,test_medium_code,model.layers.21.mlp.up_proj,1,-1.0,-1.0
tiny11,test_medium_code,model.layers.21.mlp.up_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_medium_code,model.layers.21.mlp.down_proj,0,-0.8928571428571429,-0.8571428571428573
tiny11,test_medium_code,model.layers.21.mlp.down_proj,1,-0.8928571428571429,-0.8928571428571429
tiny11,test_medium_code,model.layers.21.mlp.down_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.0.self_attn.q_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.self_attn.q_proj,1,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.self_attn.q_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.0.self_attn.k_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.self_attn.k_proj,1,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.self_attn.k_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.0.self_attn.v_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.self_attn.v_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.0.self_attn.v_proj,2,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.self_attn.o_proj,0,-0.7818181818181817,-0.7818181818181817
tiny11,test_long_structured,model.layers.0.self_attn.o_proj,1,-0.9642857142857145,-1.0
tiny11,test_long_structured,model.layers.0.self_attn.o_proj,2,-0.8928571428571429,-0.8928571428571429
tiny11,test_long_structured,model.layers.0.mlp.gate_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.mlp.gate_proj,1,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.mlp.gate_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.0.mlp.up_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.mlp.up_proj,1,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.mlp.up_proj,2,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.0.mlp.down_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.0.mlp.down_proj,1,-1.0,-1.0
tiny11,test_long_structured,model.layers.0.mlp.down_proj,2,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.self_attn.q_proj,0,-1.0,-0.9642857142857145
tiny11,test_long_structured,model.layers.10.self_attn.q_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.10.self_attn.q_proj,2,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.self_attn.k_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.self_attn.k_proj,1,-0.9642857142857145,-1.0
tiny11,test_long_structured,model.layers.10.self_attn.k_proj,2,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.self_attn.v_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.self_attn.v_proj,1,-1.0,-0.9642857142857145
tiny11,test_long_structured,model.layers.10.self_attn.v_proj,2,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.self_attn.o_proj,0,-0.7142857142857144,-0.7142857142857144
tiny11,test_long_structured,model.layers.10.self_attn.o_proj,1,-0.7500000000000002,-0.7500000000000002
tiny11,test_long_structured,model.layers.10.self_attn.o_proj,2,-0.03571428571428572,-0.03571428571428572
tiny11,test_long_structured,model.layers.10.mlp.gate_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.10.mlp.gate_proj,1,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.mlp.gate_proj,2,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.mlp.up_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.mlp.up_proj,1,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.mlp.up_proj,2,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.mlp.down_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.10.mlp.down_proj,1,-1.0,-1.0
tiny11,test_long_structured,model.layers.10.mlp.down_proj,2,-1.0,-1.0
tiny11,test_long_structured,model.layers.21.self_attn.q_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.21.self_attn.q_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.21.self_attn.q_proj,2,-0.8928571428571429,-0.8928571428571429
tiny11,test_long_structured,model.layers.21.self_attn.k_proj,0,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.21.self_attn.k_proj,1,-1.0,-0.9642857142857145
tiny11,test_long_structured,model.layers.21.self_attn.k_proj,2,-0.9285714285714288,-0.8928571428571429
tiny11,test_long_structured,model.layers.21.self_attn.v_proj,0,-0.8214285714285715,-0.8214285714285715
tiny11,test_long_structured,model.layers.21.self_attn.v_proj,1,-0.8571428571428573,-0.8571428571428573
tiny11,test_long_structured,model.layers.21.self_attn.v_proj,2,-1.0,-1.0
tiny11,test_long_structured,model.layers.21.self_attn.o_proj,0,-0.8214285714285715,-0.8214285714285715
tiny11,test_long_structured,model.layers.21.self_attn.o_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.21.self_attn.o_proj,2,-0.6071428571428572,-0.6071428571428572
tiny11,test_long_structured,model.layers.21.mlp.gate_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.21.mlp.gate_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.21.mlp.gate_proj,2,-1.0,-1.0
tiny11,test_long_structured,model.layers.21.mlp.up_proj,0,-1.0,-1.0
tiny11,test_long_structured,model.layers.21.mlp.up_proj,1,-0.9642857142857145,-0.9642857142857145
tiny11,test_long_structured,model.layers.21.mlp.up_proj,2,-0.9642857142857145,-1.0
tiny11,test_long_structured,model.layers.21.mlp.down_proj,0,-0.7857142857142859,-0.9642857142857145
tiny11,test_long_structured,model.layers.21.mlp.down_proj,1,-0.9285714285714288,-0.9642857142857145
tiny11,test_long_structured,model.layers.21.mlp.down_proj,2,-1.0,-1.0
