case_id,repetition,io_ms,upload_ms,read_wall_ms,direct
qwen05-000824,1,0.707794,0.209482,0.979372,True
qwen05-000824,2,0.693547,0.220963,1.014527,True
qwen05-000825,0,0.784437,0.216224,1.075592,True
qwen05-000825,1,0.768707,0.19911199999999998,1.030347,True
qwen05-000825,2,0.745093,0.201958,0.998417,True
qwen05-000826,0,1.181479,0.431156,1.707905,True
qwen05-000826,1,1.092684,0.41504599999999997,1.62548,True
qwen05-000826,2,1.023534,0.433321,1.573923,True
qwen05-000827,0,1.127839,0.414465,1.649626,True
qwen05-000827,1,1.047479,0.400559,1.54554,True
qwen05-000827,2,1.0574670000000002,0.393646,1.513911,True
qwen05-000828,0,1.162044,0.397503,1.634938,True
qwen05-000828,1,1.200816,0.404086,1.675654,True
qwen05-000828,2,1.285003,0.395911,1.820034,True
qwen05-000829,0,1.0810719999999998,0.41762099999999996,1.632713,True
qwen05-000829,1,1.0889259999999998,0.430425,1.638664,True
qwen05-000829,2,1.118462,0.421739,1.657841,True
qwen05-000830,0,1.159799,0.41481599999999996,1.71123,True
qwen05-000830,1,1.050896,0.428681,1.594301,True
qwen05-000830,2,1.036859,0.422911,1.603058,True
qwen05-000831,0,0.9431029999999999,0.404617,1.443399,True
qwen05-000831,1,0.918848,0.405489,1.403064,True
qwen05-000831,2,0.928567,0.399147,1.399978,True
qwen05-000832,0,1.0896869999999999,0.366054,1.581477,True
qwen05-000832,1,1.016071,0.377947,1.509764,True
qwen05-000832,2,1.046567,0.398725,1.56657,True
qwen05-000833,0,1.3795899999999999,0.602227,2.091182,True
qwen05-000833,1,1.360715,0.606905,2.093075,True
qwen05-000833,2,1.410618,0.570006,2.135323,True
qwen05-000834,0,1.436256,0.571469,2.157325,True
qwen05-000834,1,1.3182159999999998,0.541192,1.975965,True
qwen05-000834,2,1.436827,0.597237,2.155491,True
qwen05-000835,0,1.717923,0.6810839999999999,2.584343,True
qwen05-000835,1,1.736197,0.558745,2.540151,True
qwen05-000835,2,1.7421790000000001,0.646038,2.56646,True
qwen05-000836,0,1.695049,0.612946,2.415006,True
qwen05-000836,1,1.6745619999999999,0.537114,2.346539,True
qwen05-000836,2,1.756545,0.5869880000000001,2.478395,True
qwen05-000837,0,1.439913,0.606314,2.17097,True
qwen05-000837,1,1.2964749999999998,0.53498,1.932585,True
qwen05-000837,2,1.354213,0.5434869999999999,1.998438,True
qwen05-000838,0,1.281547,0.6254299999999999,2.071284,True
qwen05-000838,1,1.273922,0.52928,1.91945,True
qwen05-000838,2,1.408243,0.60922,2.139272,True
qwen05-000839,0,1.271088,0.526364,1.873845,True
qwen05-000839,1,1.263202,0.521124,1.865308,True
qwen05-000839,2,1.356407,0.532837,2.008035,True
qwen05-000840,0,0.642101,0.205113,0.923217,True
qwen05-000840,1,0.6492340000000001,0.194303,0.925842,True
qwen05-000840,2,0.667308,0.189996,0.921985,True
qwen05-000841,0,0.552093,0.200495,0.802491,True
qwen05-000841,1,0.557122,0.197339,0.799175,True
qwen05-000841,2,0.5768690000000001,0.19783,0.818872,True
qwen05-000842,0,0.8875890000000001,0.22287700000000002,1.168295,True
qwen05-000842,1,0.838068,0.20237799999999997,1.109786,True
qwen05-000842,2,0.868845,0.226874,1.197529,True
qwen05-000843,0,0.6354890000000001,0.20350100000000002,0.961418,True
qwen05-000843,1,0.659864,0.212527,0.946039,True
qwen05-000843,2,0.657489,0.21024299999999999,0.925762,True
qwen05-000844,0,0.5873079999999999,0.203911,0.857253,True
qwen05-000844,1,0.575797,0.206376,0.841423,True
qwen05-000844,2,0.5936699999999999,0.20333,0.868294,True
qwen05-000845,0,0.8153239999999999,0.194022,1.1284,True
qwen05-000845,1,0.6952699999999999,0.20240799999999998,0.961037,True
qwen05-000845,2,0.685712,0.19883199999999998,0.95179,True
qwen05-000846,0,0.7934640000000001,0.201176,1.065313,True
qwen05-000846,1,0.787332,0.20317,1.070763,True
qwen05-000846,2,0.7453730000000001,0.201046,0.995422,True
qwen05-000847,0,1.0180339999999999,0.41716000000000003,1.546793,True
qwen05-000847,1,1.004769,0.37035199999999996,1.501237,True
qwen05-000847,2,1.050996,0.383697,1.547244,True
qwen05-000848,0,1.0278019999999999,0.39604,1.514302,True
qwen05-000848,1,1.0476500000000002,0.403254,1.51857,True
qwen05-000848,2,1.072707,0.399838,1.546562,True
qwen05-000849,0,1.307245,0.42367200000000005,1.83921,True
qwen05-000849,1,1.276758,0.40066,1.826015,True
qwen05-000849,2,1.254316,0.367267,1.734394,True
qwen05-000850,0,1.022542,0.40795299999999995,1.529621,True
qwen05-000850,1,1.059061,0.402743,1.539539,True
qwen05-000850,2,1.015118,0.365663,1.451865,True
qwen05-000851,0,1.119183,0.428131,1.653904,True
qwen05-000851,1,1.118742,0.364,1.619309,True
qwen05-000851,2,1.014828,0.36899,1.472634,True
qwen05-000852,0,0.9289980000000001,0.399036,1.439222,True
qwen05-000852,1,0.9981369999999999,0.396772,1.455352,True
qwen05-000852,2,0.937243,0.35258,1.351929,True
qwen05-000853,0,1.088706,0.36374,1.530723,True
qwen05-000853,1,1.138329,0.40655,1.638905,True
qwen05-000853,2,1.0283630000000001,0.399937,1.528198,True
qwen05-000854,0,1.492241,0.591176,2.190447,True
qwen05-000854,1,1.383007,0.546061,2.022803,True
qwen05-000854,2,1.3214110000000001,0.578933,2.024326,True
qwen05-000855,0,1.3330229999999998,0.5942609999999999,2.035718,True
qwen05-000855,1,1.3814739999999999,0.519632,1.981937,True
qwen05-000855,2,1.3801210000000002,0.513019,1.971056,True
qwen05-000856,0,1.80167,0.677988,2.629038,True
qwen05-000856,1,1.80753,0.5560700000000001,2.540311,True
qwen05-000856,2,1.665916,0.623927,2.43844,True
qwen05-000857,0,1.70015,0.5848540000000001,2.363661,True
qwen05-000857,1,1.653453,0.5317540000000001,2.276278,True
qwen05-000857,2,1.7827739999999999,0.593661,2.569505,True
qwen05-000858,0,1.465281,0.60995,2.209192,True
qwen05-000858,1,1.490729,0.5256430000000001,2.119194,True
qwen05-000858,2,1.373028,0.521986,1.970655,True
qwen05-000859,0,1.3742999999999999,0.5490470000000001,2.078738,True
qwen05-000859,1,1.27797,0.542454,1.956028,True
qwen05-000859,2,1.249897,0.6124850000000001,2.028053,True
qwen05-000860,0,1.39001,0.5905750000000001,2.071634,True
qwen05-000860,1,1.292979,0.528588,1.911465,True
qwen05-000860,2,1.3413789999999999,0.5382870000000001,1.975285,True
qwen05-000861,0,0.659143,0.195967,0.973982,True
qwen05-000861,1,0.663029,0.201076,0.943695,True
qwen05-000861,2,0.640097,0.195085,0.911906,True
qwen05-000862,0,0.6599149999999999,0.20636600000000002,0.928396,True
qwen05-000862,1,0.7012619999999999,0.198882,0.952341,True
qwen05-000862,2,0.704598,0.20172700000000002,0.959736,True
qwen05-000863,0,0.940669,0.221414,1.250097,True
qwen05-000863,1,0.8825700000000001,0.24175200000000002,1.238616,True
qwen05-000863,2,0.88248,0.206417,1.200836,True
qwen05-000864,0,0.6660860000000001,0.203601,0.937804,True
qwen05-000864,1,0.695732,0.198,0.941852,True
qwen05-000864,2,0.5936,0.20633600000000002,0.852494,True
qwen05-000865,0,0.719195,0.219371,0.995712,True
qwen05-000865,1,0.649885,0.198251,0.89821,True
qwen05-000865,2,0.738621,0.204983,0.99438,True
qwen05-000866,0,0.865439,0.216525,1.150391,True
qwen05-000866,1,0.6925159999999999,0.205194,0.968581,True
qwen05-000866,2,0.697865,0.197709,0.947301,True
qwen05-000867,0,0.8209249999999999,0.208871,1.124272,True
qwen05-000867,1,0.747648,0.19288,1.002235,True
qwen05-000867,2,0.765522,0.19225,1.024907,True
qwen05-000868,0,1.045615,0.39633100000000004,1.526905,True
qwen05-000868,1,1.002254,0.396301,1.479487,True
qwen05-000868,2,0.994039,0.399567,1.453608,True
qwen05-000869,0,1.0619459999999998,0.419534,1.603319,True
qwen05-000869,1,1.097903,0.362328,1.596376,True
qwen05-000869,2,1.0876839999999999,0.356526,1.537105,True
qwen05-000870,0,1.249307,0.405038,1.741708,True
qwen05-000870,1,1.1425370000000001,0.40546899999999997,1.626742,True
qwen05-000870,2,1.204543,0.389599,1.696402,True
qwen05-000871,0,1.129392,0.437879,1.726518,True
qwen05-000871,1,1.014207,0.354603,1.474077,True
qwen05-000871,2,1.1226489999999998,0.425216,1.654234,True
qwen05-000872,0,1.1632149999999999,0.409266,1.660376,True
qwen05-000872,1,1.068087,0.399267,1.54525,True
qwen05-000872,2,1.066505,0.398455,1.524401,True
qwen05-000873,0,0.9278959999999999,0.40283300000000005,1.410809,True
qwen05-000873,1,0.925411,0.390671,1.37979,True
qwen05-000873,2,0.904672,0.406941,1.379009,True
qwen05-000874,0,1.0586099999999998,0.41668900000000003,1.585525,True
qwen05-000874,1,1.03708,0.40212200000000003,1.522217,True
qwen05-000874,2,1.000071,0.39809500000000003,1.458799,True
qwen05-000875,0,1.446154,0.598629,2.139671,True
qwen05-000875,1,1.488975,0.622154,2.24585,True
qwen05-000875,2,1.47063,0.528088,2.128361,True
qwen05-000876,0,1.471703,0.571649,2.147095,True
qwen05-000876,1,1.506698,0.518009,2.098926,True
qwen05-000876,2,1.568313,0.5382859999999999,2.201638,True
qwen05-000877,0,1.7137360000000001,0.591777,2.490999,True
qwen05-000877,1,1.79674,0.6618769999999999,2.650406,True
qwen05-000877,2,1.6518389999999998,0.612305,2.414406,True
qwen05-000878,0,1.6155519999999999,0.6140890000000001,2.351839,True
qwen05-000878,1,1.648423,0.575877,2.358922,True
qwen05-000878,2,1.573804,0.570046,2.297377,True
qwen05-000879,0,1.277259,0.59922,1.969984,True
qwen05-000879,1,1.339766,0.5422939999999999,1.983741,True
qwen05-000879,2,1.296895,0.523509,1.917125,True
qwen05-000880,0,1.4806089999999998,0.621512,2.263172,True
qwen05-000880,1,1.654204,0.6125259999999999,2.406732,True
qwen05-000880,2,1.316532,0.551652,1.98383,True
qwen05-000881,0,1.322092,0.656077,2.121908,True
qwen05-000881,1,1.371596,0.526635,2.055414,True
qwen05-000881,2,1.6074359999999999,0.606294,2.372217,True
qwen05-000882,0,0.28625599999999995,0.077315,0.473416,True
qwen05-000882,1,0.310742,0.059031,0.453418,True
qwen05-000882,2,0.266578,0.048271,0.364492,True
qwen05-000883,0,0.29428,0.044302999999999995,0.381333,True
qwen05-000883,1,0.282108,0.044964,0.365493,True
qwen05-000883,2,0.332491,0.06279699999999999,0.444952,True
qwen05-000884,0,0.360725,0.043542000000000004,0.440594,True
qwen05-000884,1,0.20610499999999998,0.048741,0.28903,True
qwen05-000884,2,0.231223,0.049162,0.313507,True
qwen05-000885,0,0.29552300000000004,0.054280999999999996,0.409406,True
qwen05-000885,1,0.287437,0.057637999999999995,0.396913,True
qwen05-000885,2,0.29676600000000003,0.050995,0.393206,True
qwen05-000886,0,0.447376,0.052097000000000004,0.546031,True
qwen05-000886,1,0.4437,0.051716,0.54519,True
qwen05-000886,2,0.343623,0.054692,0.446385,True
qwen05-000887,0,0.425566,0.058209000000000004,0.537846,True
qwen05-000887,1,0.381623,0.05867,0.499755,True
qwen05-000887,2,0.41179000000000004,0.060844,0.545019,True
qwen05-000888,0,0.447096,0.055023,0.57218,True
qwen05-000888,1,0.442698,0.053649999999999996,0.546853,True
qwen05-000888,2,0.43535399999999996,0.08715300000000001,0.573573,True
qwen05-000889,0,0.35086700000000004,0.076614,0.467013,True
qwen05-000889,1,0.332532,0.084327,0.473826,True
qwen05-000889,2,0.339004,0.072756,0.455852,True
qwen05-000890,0,0.27602699999999997,0.076223,0.394278,True
qwen05-000890,1,0.30321699999999996,0.086312,0.433491,True
qwen05-000890,2,0.312855,0.08011,0.441786,True
qwen05-000891,0,0.417832,0.09090000000000001,0.58818,True
qwen05-000891,1,0.517317,0.083637,0.660345,True
qwen05-000891,2,0.419755,0.094667,0.580796,True
qwen05-000892,0,0.348803,0.084247,0.509142,True
qwen05-000892,1,0.316973,0.080471,0.452917,True
qwen05-000892,2,0.332061,0.082013,0.465831,True
qwen05-000893,0,0.472514,0.10685,0.642171,True
qwen05-000893,1,0.434382,0.089968,0.582199,True
qwen05-000893,2,0.453849,0.09378600000000001,0.603869,True
qwen05-000894,0,0.549547,0.09115999999999999,0.720117,True
qwen05-000894,1,0.462144,0.083095,0.605061,True
qwen05-000894,2,0.432409,0.088836,0.574494,True
qwen05-000895,0,0.615701,0.112861,0.834781,True
qwen05-000895,1,0.547855,0.08431699999999999,0.737359,True
qwen05-000895,2,0.48661,0.08254500000000001,0.621442,True
qwen05-000896,0,0.43310000000000004,0.121557,0.613046,True
qwen05-000896,1,0.42838099999999996,0.118331,0.595664,True
qwen05-000896,2,0.45748500000000003,0.123421,0.629267,True
qwen05-000897,0,0.53472,0.110026,0.68964,True
qwen05-000897,1,0.5388869999999999,0.108994,0.685101,True
qwen05-000897,2,0.49207999999999996,0.109735,0.637202,True
qwen05-000898,0,0.6388250000000001,0.138079,0.840232,True
qwen05-000898,1,0.667438,0.119784,0.858125,True
qwen05-000898,2,0.640808,0.116388,0.809103,True
qwen05-000899,0,0.40765300000000004,0.116748,0.578612,True
qwen05-000899,1,0.45387900000000003,0.114765,0.627253,True
qwen05-000899,2,0.460281,0.11991500000000001,0.645127,True
qwen05-000900,0,0.500215,0.114173,0.681234,True
qwen05-000900,1,0.578502,0.118662,0.749131,True
qwen05-000900,2,0.5721499999999999,0.119904,0.749663,True
qwen05-000901,0,0.686203,0.128551,0.871821,True
qwen05-000901,1,0.724134,0.126888,0.915592,True
qwen05-000901,2,0.691784,0.121517,0.871049,True
qwen05-000902,0,0.605212,0.13408099999999998,0.822158,True
qwen05-000902,1,0.542365,0.116858,0.725356,True
qwen05-000902,2,0.582349,0.112901,0.756003,True
qwen05-000903,0,0.14469100000000001,0.019927,0.210995,True
qwen05-000903,1,0.147856,0.019997,0.205715,True
qwen05-000903,2,0.130434,0.019125,0.190316,True
qwen05-000904,0,0.174957,0.018545000000000002,0.233346,True
qwen05-000904,1,0.14396899999999999,0.017082,0.19776,True
qwen05-000904,2,0.129001,0.016271,0.178805,True
qwen05-000905,0,0.147656,0.030327000000000003,0.231463,True
qwen05-000905,1,0.15085300000000001,0.032922,0.268602,True
qwen05-000905,2,0.131997,0.020187999999999998,0.204733,True
qwen05-000906,0,0.279082,0.034645,0.367738,True
qwen05-000906,1,0.248775,0.035306,0.341018,True
qwen05-000906,2,0.268903,0.030156,0.365744,True
qwen05-000907,0,0.255989,0.029355,0.335527,True
qwen05-000907,1,0.247463,0.024114999999999998,0.318095,True
qwen05-000907,2,0.263673,0.029936,0.343111,True
qwen05-000908,0,0.35291,0.033652999999999995,0.456363,True
qwen05-000908,1,0.299359,0.037811,0.406731,True
qwen05-000908,2,0.28305,0.031268000000000004,0.381734,True
qwen05-000909,0,0.386352,0.030417000000000003,0.478846,True
qwen05-000909,1,0.364602,0.032680999999999995,0.456784,True
qwen05-000909,2,0.355925,0.032461,0.451595,True
qwen05-000910,0,0.134993,0.020338000000000002,0.189204,True
qwen05-000910,1,0.167102,0.039975000000000004,0.25656,True
qwen05-000910,2,0.138489,0.024265000000000002,0.219641,True
qwen05-000911,0,0.137817,0.024326,0.212848,True
qwen05-000911,1,0.142927,0.027251,0.213931,True
qwen05-000911,2,0.14396,0.023344,0.215453,True
qwen05-000912,0,0.14999,0.02125,0.206867,True
qwen05-000912,1,0.16557,0.02693,0.231563,True
qwen05-000912,2,0.136555,0.02181,0.200114,True
qwen05-000913,0,0.227856,0.034795,0.324206,True
qwen05-000913,1,0.198652,0.030436,0.278451,True
qwen05-000913,2,0.191689,0.037399999999999996,0.282598,True
qwen05-000914,0,0.231303,0.038211,0.333154,True
qwen05-000914,1,0.239558,0.041979,0.346197,True
qwen05-000914,2,0.264595,0.034044,0.359132,True
qwen05-000915,0,0.34954399999999997,0.039354,0.453528,True
qwen05-000915,1,0.381103,0.036097000000000004,0.480218,True
qwen05-000915,2,0.33720100000000003,0.033462000000000006,0.426107,True
qwen05-000916,0,0.38857600000000003,0.038682,0.49717,True
qwen05-000916,1,0.38343700000000003,0.044093,0.486169,True
qwen05-000916,2,0.357419,0.03254,0.451755,True
qwen05-000917,0,0.15345699999999998,0.041328000000000004,0.249106,True
qwen05-000917,1,0.242894,0.028163,0.322794,True
qwen05-000917,2,0.148868,0.032500999999999995,0.223588,True
qwen05-000918,0,0.356537,0.05888,0.484195,True
qwen05-000918,1,0.29251699999999997,0.036719,0.39066,True
qwen05-000918,2,0.196888,0.041847999999999996,0.297607,True
qwen05-000919,0,0.159969,0.027571000000000002,0.237444,True
qwen05-000919,1,0.198261,0.029495,0.270426,True
qwen05-000919,2,0.19779,0.051647,0.302435,True
qwen05-000920,0,0.303117,0.034665,0.390771,True
qwen05-000920,1,0.27468400000000004,0.038372,0.3637,True
qwen05-000920,2,0.29703500000000005,0.052448,0.402553,True
qwen05-000921,0,0.275575,0.039123,0.376264,True
qwen05-000921,1,0.31852600000000003,0.035306,0.402282,True
qwen05-000921,2,0.31320600000000004,0.039463,0.401811,True
qwen05-000922,0,0.407352,0.038182,0.510465,True
qwen05-000922,1,0.357037,0.035997,0.444481,True
qwen05-000922,2,0.358661,0.056727,0.473927,True
qwen05-000923,0,0.440033,0.03741,0.538367,True
qwen05-000923,1,0.44061399999999995,0.031309000000000003,0.520593,True
qwen05-000923,2,0.481511,0.033814,0.560658,True
qwen05-000924,0,0.15992900000000002,0.039985,0.259075,True
qwen05-000924,1,0.14182599999999998,0.033783,0.250228,True
qwen05-000924,2,0.13316999999999998,0.023804,0.210704,True
qwen05-000925,0,0.137708,0.020067,0.199583,True
qwen05-000925,1,0.15896700000000002,0.018465,0.220101,True
qwen05-000925,2,0.145202,0.016932,0.199403,True
qwen05-000926,0,0.14139500000000002,0.045355,0.241913,True
qwen05-000926,1,0.158286,0.022833,0.24582,True
qwen05-000926,2,0.127799,0.021079,0.201657,True
qwen05-000927,0,0.270947,0.034474,0.37432,True
qwen05-000927,1,0.25910500000000003,0.032191000000000004,0.353471,True
qwen05-000927,2,0.190166,0.028111999999999998,0.275055,True
qwen05-000928,0,0.299199,0.048860999999999995,0.450593,True
qwen05-000928,1,0.24426699999999998,0.034575,0.356286,True
qwen05-000928,2,0.273992,0.030578,0.362669,True
qwen05-000929,0,0.311803,0.034715,0.414064,True
qwen05-000929,1,0.332202,0.031489,0.426307,True
qwen05-000929,2,0.29585300000000003,0.030196,0.380983,True
qwen05-000930,0,0.448789,0.0318,0.541894,True
qwen05-000930,1,0.338874,0.029675999999999998,0.424304,True
qwen05-000930,2,0.424313,0.030556999999999997,0.508541,True
qwen05-000931,0,0.152355,0.022841999999999998,0.211595,True
qwen05-000931,1,0.152175,0.021971,0.211235,True
qwen05-000931,2,0.12865100000000002,0.022181,0.185978,True
qwen05-000932,0,0.125144,0.023184,0.194985,True
qwen05-000932,1,0.12847999999999998,0.02132,0.184395,True
qwen05-000932,2,0.15009999999999998,0.022181,0.206917,True
qwen05-000933,0,0.14594300000000002,0.024887,0.214521,True
qwen05-000933,1,0.16502799999999998,0.050395,0.27799,True
qwen05-000933,2,0.15481999999999999,0.040005000000000006,0.31538,True
qwen05-000934,0,0.223468,0.030015999999999998,0.313106,True
qwen05-000934,1,0.251761,0.0319,0.342581,True
qwen05-000934,2,0.30191399999999996,0.041117,0.405188,True
qwen05-000935,0,0.253023,0.040115000000000005,0.364372,True
qwen05-000935,1,0.26413400000000004,0.035336,0.360464,True
qwen05-000935,2,0.250909,0.03736,0.347861,True
qwen05-000936,0,0.365584,0.033122,0.452005,True
qwen05-000936,1,0.366956,0.034244,0.452316,True
qwen05-000936,2,0.371895,0.03178,0.45445,True
qwen05-000937,0,0.39169299999999996,0.033944,0.48117,True
qwen05-000937,1,0.412361,0.046376,0.518189,True
qwen05-000937,2,0.38673399999999997,0.0431,0.499615,True
qwen05-000938,0,0.18771100000000002,0.031167999999999998,0.269504,True
qwen05-000938,1,0.168736,0.032221,0.247062,True
qwen05-000938,2,0.164868,0.028814,0.238145,True
qwen05-000939,0,0.209512,0.030486999999999997,0.280926,True
qwen05-000939,1,0.187862,0.027672000000000002,0.255358,True
qwen05-000939,2,0.185868,0.044152000000000004,0.28317,True
qwen05-000940,0,0.201006,0.029515,0.284792,True
qwen05-000940,1,0.187862,0.029515,0.262892,True
qwen05-000940,2,0.17084,0.026389,0.241662,True
qwen05-000941,0,0.30995,0.04226,0.410889,True
qwen05-000941,1,0.27786900000000003,0.034565,0.370964,True
qwen05-000941,2,0.279883,0.036118000000000004,0.367207,True
qwen05-000942,0,0.248775,0.035206,0.34798,True
qwen05-000942,1,0.37206599999999995,0.035817,0.461173,True
qwen05-000942,2,0.293779,0.035616999999999996,0.377486,True
qwen05-000943,0,0.394338,0.042118,0.511977,True
qwen05-000943,1,0.394578,0.044383000000000006,0.499073,True
qwen05-000943,2,0.34360199999999996,0.036116999999999996,0.435915,True
qwen05-000944,0,0.454881,0.035467,0.547403,True
qwen05-000944,1,0.387214,0.033763,0.468967,True
qwen05-000944,2,0.428622,0.041207,0.523339,True
qwen05-000945,0,0.24769300000000002,0.044372999999999996,0.330989,True
qwen05-000945,1,0.357378,0.045415,0.441976,True
qwen05-000945,2,0.30505,0.045384,0.387935,True
qwen05-000946,0,0.228948,0.043812,0.308577,True
qwen05-000946,1,0.23238399999999998,0.043671,0.310521,True
qwen05-000946,2,0.322653,0.044603000000000004,0.40634,True
qwen05-000947,0,0.413434,0.053579999999999996,0.525873,True
qwen05-000947,1,0.252562,0.063348,0.40136,True
qwen05-000947,2,0.440423,0.06516200000000001,0.597468,True
qwen05-000948,0,0.279703,0.052328,0.393066,True
qwen05-000948,1,0.310892,0.05321,0.412933,True
qwen05-000948,2,0.248585,0.050173999999999996,0.352549,True
qwen05-000949,0,0.414686,0.058439,0.52962,True
qwen05-000949,1,0.367347,0.059301,0.482603,True
qwen05-000949,2,0.40312400000000004,0.055714,0.514432,True
qwen05-000950,0,0.43757799999999997,0.053711,0.555359,True
qwen05-000950,1,0.434984,0.058669,0.546472,True
qwen05-000950,2,0.416359,0.050214,0.520493,True
qwen05-000951,0,0.463026,0.055333,0.574164,True
qwen05-000951,1,0.419615,0.054853,0.526124,True
qwen05-000951,2,0.415267,0.055273,0.521165,True
qwen05-000952,0,0.425005,0.087083,0.5616,True
qwen05-000952,1,0.29789800000000005,0.076272,0.420747,True
qwen05-000952,2,0.340667,0.07965900000000001,0.466052,True
qwen05-000953,0,0.382125,0.077314,0.499133,True
qwen05-000953,1,0.38746499999999995,0.086932,0.521816,True
qwen05-000953,2,0.34626799999999996,0.07878700000000001,0.469598,True
qwen05-000954,0,0.54512,0.078016,0.669873,True
qwen05-000954,1,0.557192,0.078918,0.677647,True
qwen05-000954,2,0.568674,0.08106100000000001,0.692154,True
qwen05-000955,0,0.380231,0.082714,0.509813,True
qwen05-000955,1,0.375873,0.086893,0.514923,True
qwen05-000955,2,0.374531,0.086953,0.516325,True
qwen05-000956,0,0.661226,0.100718,0.848527,True
qwen05-000956,1,0.621863,0.08734399999999999,0.78057,True
qwen05-000956,2,0.5872580000000001,0.078607,0.71656,True
qwen05-000957,0,0.549427,0.08542,0.712373,True
qwen05-000957,1,0.5452100000000001,0.109926,0.717842,True
qwen05-000957,2,0.473245,0.093194,0.64161,True
qwen05-000958,0,0.7392029999999999,0.086551,0.875548,True
qwen05-000958,1,0.519642,0.097863,0.673729,True
qwen05-000958,2,0.624428,0.098555,0.792281,True
qwen05-000959,0,0.507629,0.143529,0.745664,True
qwen05-000959,1,0.49722000000000005,0.12835,0.726999,True
qwen05-000959,2,0.475269,0.110396,0.638334,True
qwen05-000960,0,0.49745100000000003,0.127849,0.707583,True
qwen05-000960,1,0.472674,0.12318000000000001,0.672187,True
qwen05-000960,2,0.459349,0.118812,0.631371,True
qwen05-000961,0,0.621713,0.114995,0.785309,True
qwen05-000961,1,0.583601,0.11245999999999999,0.738281,True
qwen05-000961,2,0.634026,0.111859,0.79142,True
qwen05-000962,0,0.41354399999999997,0.11970399999999999,0.608438,True
qwen05-000962,1,0.450111,0.124583,0.648743,True
qwen05-000962,2,0.42776,0.127689,0.618356,True
qwen05-000963,0,0.495196,0.125685,0.712763,True
qwen05-000963,1,0.617355,0.108012,0.778186,True
qwen05-000963,2,0.50792,0.116528,0.675303,True
qwen05-000964,0,0.560038,0.125054,0.760692,True
qwen05-000964,1,0.674471,0.12030500000000001,0.849599,True
qwen05-000964,2,0.6654439999999999,0.120164,0.835162,True
qwen05-000965,0,0.697785,0.118472,0.877201,True
qwen05-000965,1,0.733752,0.120375,0.934577,True
qwen05-000965,2,0.6938179999999999,0.134992,0.914581,True
qwen05-000966,0,0.682036,0.19213999999999998,0.941831,True
qwen05-000966,1,0.699758,0.197189,0.970566,True
qwen05-000966,2,0.699167,0.188653,0.953663,True
qwen05-000967,0,0.6311,0.20294900000000002,0.889864,True
qwen05-000967,1,0.6155109999999999,0.20246899999999998,0.865949,True
qwen05-000967,2,0.6066849999999999,0.205935,0.858787,True
qwen05-000968,0,0.814283,0.196197,1.100379,True
qwen05-000968,1,0.893872,0.219721,1.200556,True
qwen05-000968,2,0.881058,0.21873900000000002,1.190296,True
qwen05-000969,0,0.68417,0.19074700000000003,0.953603,True
qwen05-000969,1,0.669653,0.20308,0.944547,True
qwen05-000969,2,0.68956,0.21809800000000001,0.991384,True
qwen05-000970,0,0.6684500000000001,0.208901,0.970725,True
qwen05-000970,1,0.728923,0.220172,1.029565,True
qwen05-000970,2,0.64207,0.216815,0.937794,True
qwen05-000971,0,0.763678,0.199262,1.061475,True
qwen05-000971,1,0.697414,0.18878299999999998,0.954034,True
qwen05-000971,2,0.7251660000000001,0.199193,0.990693,True
qwen05-000972,0,0.91962,0.211356,1.20801,True
qwen05-000972,1,0.79124,0.23166399999999998,1.085039,True
qwen05-000972,2,0.8338490000000001,0.20654599999999998,1.100978,True
qwen05-000973,0,1.194164,0.42026600000000003,1.789226,True
qwen05-000973,1,1.070703,0.38260500000000003,1.6683,True
qwen05-000973,2,1.073327,0.403976,1.618397,True
qwen05-000974,0,0.9781299999999999,0.360585,1.419695,True
qwen05-000974,1,1.014979,0.352699,1.435364,True
qwen05-000974,2,0.996534,0.39733300000000005,1.490818,True
qwen05-000975,0,1.403395,0.416479,1.98384,True
qwen05-000975,1,1.482593,0.504123,2.165029,True
qwen05-000975,2,1.4132829999999998,0.475119,2.072295,True
qwen05-000976,0,1.104575,0.43082600000000004,1.680432,True
qwen05-000976,1,1.0574670000000002,0.426487,1.618998,True
qwen05-000976,2,1.2321849999999999,0.430736,2.04248,True
qwen05-000977,0,1.214151,0.378207,1.758759,True
qwen05-000977,1,1.074319,0.424954,1.647762,True
qwen05-000977,2,1.149229,0.42769999999999997,1.715839,True
qwen05-000978,0,1.104195,0.44302800000000003,1.685423,True
qwen05-000978,1,1.167343,0.400479,1.721069,True
qwen05-000978,2,1.003386,0.36824900000000005,1.49165,True
qwen05-000979,0,1.057949,0.429193,1.562502,True
qwen05-000979,1,1.0304369999999998,0.39495800000000003,1.496278,True
qwen05-000979,2,1.022783,0.40206200000000003,1.513831,True
qwen05-000980,0,1.632653,0.62593,2.424183,True
qwen05-000980,1,1.482904,0.612305,2.223068,True
qwen05-000980,2,1.4259760000000001,0.584624,2.105748,True
qwen05-000981,0,1.361796,0.526134,1.991154,True
qwen05-000981,1,1.339075,0.563534,2.03183,True
qwen05-000981,2,1.432559,0.551762,2.158076,True
qwen05-000982,0,1.695041,0.602977,2.407142,True
qwen05-000982,1,1.6776469999999999,0.6126459999999999,2.409646,True
qwen05-000982,2,1.691634,0.558665,2.38465,True
qwen05-000983,0,1.6023969999999998,0.557312,2.312795,True
qwen05-000983,1,1.590995,0.599952,2.303108,True
